Seasons,H,WAR,ERA,K/9,H/9,ER,HBP,K-BB%,Contact%,FB%
8,314,6.3,3.19,12.33,5.65,177,46,0.161,0.701,0.462
8,336,6.3,3.23,9.48,7.55,144,14,0.159,0.74,0.287
6,1223,6.2,4.97,4.58,10.77,565,19,0.046,0.8740000000000001,0.376
11,695,6.2,3.71,6.81,8.91,289,35,0.1,0.82,0.248
5,688,6.2,4.59,6.79,9.89,319,18,0.057999999999999996,0.8340000000000001,0.337
4,618,6.2,4.74,6.82,9.87,297,13,0.064,0.7979999999999999,0.385
5,798,6.1,4.76,5.39,9.04,420,40,0.064,0.8170000000000001,0.46
2,221,6.1,2.6,8.96,6.45,89,31,0.17300000000000001,0.76,0.415
2,236,6.1,2.92,10.41,7.33,94,5,0.225,0.6940000000000001,0.298
4,255,6.1,4.25,8.49,8.46,128,23,0.13,0.769,0.302
7,1153,6.0,4.66,6.19,9.05,593,32,0.057,0.825,0.40700000000000003
11,654,6.0,2.75,6.01,8.21,219,25,0.078,0.8059999999999999,0.159
8,361,6.0,3.4,10.56,7.1,173,26,0.18600000000000003,0.7340000000000001,0.39299999999999996
6,449,6.0,4.26,8.18,9.12,210,23,0.13699999999999998,0.7709999999999999,0.342
5,267,6.0,4.08,11.77,7.16,152,21,0.207,0.7,0.408
10,867,5.9,4.45,6.76,8.88,434,37,0.051,0.816,0.248
11,528,5.9,2.9,7.91,7.33,209,33,0.151,0.765,0.35200000000000004
3,338,5.9,4.01,8.9,8.79,154,24,0.157,0.7759999999999999,0.295
6,178,5.9,3.05,10.94,6.16,88,9,0.247,0.688,0.478
5,566,5.8,4.33,7.25,8.79,279,44,0.138,0.8,0.37200000000000005
7,675,5.8,4.69,9.2,8.14,389,40,0.106,0.763,0.40700000000000003
9,390,5.8,3.41,9.83,7.52,177,14,0.152,0.773,0.342
4,444,5.8,3.54,7.05,8.48,185,25,0.122,0.809,0.361
3,535,5.8,4.25,5.18,9.2,247,20,0.06,0.855,0.431
10,594,5.7,4.12,9.21,8.24,297,26,0.14800000000000002,0.763,0.462
11,481,5.7,3.51,9.41,7.97,212,18,0.135,0.721,0.266
6,610,5.7,3.82,4.71,9.5,245,22,0.067,0.867,0.24600000000000002
4,178,5.7,2.51,8.81,5.88,76,6,0.16399999999999998,0.738,0.415
6,214,5.7,3.24,10.99,7.71,90,7,0.205,0.7020000000000001,0.374
10,924,5.6,4.34,7.84,8.8,456,30,0.127,0.758,0.39799999999999996
6,673,5.6,4.75,8.12,9.66,331,41,0.146,0.7909999999999999,0.36
5,531,5.6,4.11,8.57,8.69,251,17,0.134,0.8009999999999999,0.39899999999999997
9,1424,5.5,4.68,4.92,9.94,671,64,0.06,0.862,0.34
8,1131,5.5,4.66,5.29,9.62,548,47,0.044000000000000004,0.835,0.29100000000000004
8,391,5.5,4.35,10.7,8.72,195,12,0.198,0.731,0.423
4,603,5.5,5.16,4.48,10.88,286,18,0.067,0.877,0.33299999999999996
7,319,5.5,3.64,9.44,7.04,165,28,0.136,0.754,0.335
4,305,5.5,3.12,7.93,8.34,114,9,0.128,0.79,0.264
3,333,5.5,4.17,8.85,8.9,156,12,0.171,0.77,0.396
4,307,5.5,4.2,8.99,8.36,154,10,0.193,0.777,0.374
4,280,5.5,3.7,9.24,8.09,128,10,0.145,0.706,0.298
5,776,5.4,4.67,5.59,9.66,375,34,0.077,0.836,0.386
4,690,5.4,5.13,5.22,9.87,359,20,0.059000000000000004,0.855,0.379
11,352,5.4,2.87,8.34,7.02,144,9,0.16,0.7709999999999999,0.48100000000000004
7,599,5.4,4.04,6.58,9.2,263,28,0.098,0.815,0.276
8,357,5.4,2.57,7.2,7.7,119,13,0.107,0.787,0.226
2,282,5.4,3.78,8.91,8.32,128,12,0.177,0.772,0.419
3,255,5.4,4.13,10.14,8.56,123,12,0.171,0.741,0.353
10,804,5.3,4.19,6.17,9.49,355,19,0.081,0.816,0.342
7,442,5.3,3.5,7.28,7.89,196,20,0.105,0.789,0.402
12,271,5.3,3.57,9.22,7.5,129,5,0.174,0.7240000000000001,0.42
10,362,5.3,3.3,8.85,7.91,151,15,0.17800000000000002,0.782,0.43700000000000006
10,421,5.3,3.15,8.4,8.13,163,48,0.149,0.782,0.261
3,243,5.3,3.68,9.61,6.35,141,9,0.18899999999999997,0.747,0.485
7,781,5.2,4.64,6.18,9.56,379,26,0.084,0.845,0.47100000000000003
6,558,5.2,4.92,8.66,8.83,311,33,0.125,0.7390000000000001,0.3
4,419,5.2,4.41,7.9,8.21,225,15,0.09699999999999999,0.787,0.43200000000000005
4,550,5.2,4.08,5.87,9.36,240,16,0.071,0.8009999999999999,0.34299999999999997
2,348,5.2,3.68,6.45,8.16,157,10,0.09300000000000001,0.7859999999999999,0.354
8,578,5.2,4.71,8.44,9.13,298,20,0.13,0.768,0.37200000000000005
7,659,5.1,4.54,6.08,9.56,313,16,0.091,0.8,0.38
7,665,5.1,3.64,6.39,8.61,281,15,0.114,0.823,0.428
8,478,5.1,4.57,8.83,9.06,241,15,0.163,0.775,0.31
5,477,5.1,4.5,8.01,9.25,232,21,0.139,0.789,0.406
6,202,5.1,2.43,10.16,7.0,70,12,0.196,0.737,0.426
4,133,5.1,2.07,11.77,5.98,46,6,0.251,0.7190000000000001,0.45
8,874,5.0,4.09,6.53,9.21,388,43,0.096,0.807,0.358
7,672,5.0,5.12,6.46,10.07,342,24,0.083,0.8059999999999999,0.28300000000000003
8,342,5.0,3.17,9.09,7.08,153,19,0.14300000000000002,0.754,0.42200000000000004
5,224,5.0,3.52,8.01,8.12,97,5,0.14,0.807,0.29100000000000004
5,169,5.0,3.52,10.45,6.69,89,9,0.18600000000000003,0.73,0.423
3,114,5.0,1.47,9.34,6.19,27,2,0.217,0.718,0.191
5,145,5.0,3.12,12.05,5.51,82,15,0.17800000000000002,0.655,0.484
7,572,4.9,4.75,4.77,10.07,270,19,0.047,0.858,0.248
8,379,4.9,4.07,11.59,7.9,195,17,0.191,0.713,0.354
8,415,4.9,3.32,7.2,8.51,162,18,0.134,0.8170000000000001,0.342
11,423,4.9,3.87,11.56,7.41,221,42,0.16,0.7020000000000001,0.313
4,93,4.9,2.03,14.48,5.39,35,8,0.28,0.606,0.32799999999999996
1,186,4.9,3.41,7.4,8.34,76,4,0.114,0.755,0.38799999999999996
3,194,4.9,2.86,7.19,8.16,68,8,0.133,0.784,0.244
6,236,4.9,3.58,12.63,7.34,115,21,0.253,0.705,0.42700000000000005
7,913,4.8,4.18,4.7,9.53,400,35,0.033,0.8540000000000001,0.278
5,632,4.8,4.74,6.67,9.6,312,42,0.087,0.846,0.359
7,490,4.8,4.11,9.48,7.88,256,21,0.146,0.775,0.426
8,693,4.8,4.9,8.48,9.93,342,13,0.102,0.765,0.312
5,617,4.8,5.26,5.71,10.28,316,20,0.08800000000000001,0.833,0.39899999999999997
5,371,4.8,4.37,9.33,8.07,201,16,0.174,0.726,0.41100000000000003
4,327,4.8,4.08,7.95,8.34,160,15,0.157,0.789,0.363
5,220,4.8,3.1,10.7,7.5,91,10,0.196,0.68,0.36700000000000005
1,88,4.8,2.69,13.57,5.91,40,3,0.29100000000000004,0.6920000000000001,0.37799999999999995
6,265,4.7,3.15,8.08,8.6,97,4,0.13699999999999998,0.7829999999999999,0.285
10,475,4.6,3.55,9.59,7.74,218,8,0.138,0.7390000000000001,0.385
7,292,4.6,3.1,8.8,7.54,120,10,0.133,0.769,0.433
8,390,4.6,3.49,9.1,8.05,169,14,0.16899999999999998,0.77,0.324
8,453,4.6,3.68,7.0,9.69,172,15,0.094,0.789,0.312
7,237,4.6,3.26,11.94,6.96,111,11,0.20600000000000002,0.737,0.373
7,399,4.5,3.94,7.08,8.69,181,6,0.126,0.815,0.465
7,567,4.5,4.92,7.87,9.65,289,16,0.11,0.805,0.447
9,390,4.5,3.35,8.89,7.74,169,16,0.128,0.799,0.36700000000000005
5,399,4.5,3.97,7.21,8.39,189,21,0.09,0.8170000000000001,0.247
3,192,4.5,3.05,11.18,5.68,103,15,0.209,0.728,0.532
6,300,4.5,4.09,9.89,8.24,149,5,0.154,0.767,0.429
6,681,4.4,4.43,7.61,9.06,333,32,0.091,0.794,0.36
11,636,4.4,4.01,7.19,9.45,270,16,0.129,0.785,0.254
8,706,4.4,4.2,5.79,9.55,311,15,0.085,0.835,0.386
8,535,4.4,4.22,7.54,8.34,271,17,0.1,0.762,0.348
5,691,4.4,5.38,6.31,10.04,370,18,0.054000000000000006,0.807,0.406
8,394,4.4,3.45,8.52,8.05,169,32,0.155,0.7809999999999999,0.35100000000000003
4,413,4.4,4.04,6.97,8.35,200,16,0.12300000000000001,0.785,0.386
6,347,4.4,3.82,7.94,9.28,143,8,0.107,0.792,0.28300000000000003
7,255,4.4,3.84,9.36,9.14,107,9,0.22,0.7929999999999999,0.29600000000000004
8,533,4.3,4.1,7.74,8.4,260,27,0.102,0.774,0.287
7,395,4.3,3.66,6.48,8.92,162,9,0.08900000000000001,0.816,0.385
3,195,4.3,3.03,8.3,7.39,80,3,0.16,0.765,0.321
6,455,4.3,5.22,8.32,10.14,234,16,0.11199999999999999,0.7809999999999999,0.37799999999999995
6,176,4.3,3.0,10.78,7.14,74,2,0.183,0.705,0.379
4,374,4.3,5.0,8.5,10.22,183,21,0.114,0.8059999999999999,0.319
5,487,4.2,4.2,7.76,8.55,239,19,0.095,0.807,0.418
6,283,4.2,3.83,10.86,7.48,145,15,0.185,0.741,0.478
9,448,4.2,3.3,6.23,8.95,165,5,0.107,0.851,0.281
3,280,4.2,3.6,9.43,7.63,132,7,0.18100000000000002,0.7809999999999999,0.473
6,269,4.2,3.04,10.37,6.48,126,15,0.142,0.701,0.41200000000000003
6,212,4.2,3.12,9.05,6.96,95,2,0.166,0.764,0.451
5,184,4.2,3.57,11.66,6.92,95,11,0.161,0.6890000000000001,0.267
10,958,4.1,4.29,6.52,9.46,434,30,0.076,0.812,0.29
7,380,4.1,3.51,7.71,8.67,154,12,0.147,0.787,0.33299999999999996
6,584,4.1,4.74,7.88,9.11,304,30,0.1,0.778,0.36700000000000005
4,301,4.1,3.74,7.39,7.92,142,10,0.151,0.7909999999999999,0.447
5,200,4.1,3.01,9.6,7.44,81,4,0.183,0.7709999999999999,0.47600000000000003
4,227,4.1,3.36,9.14,7.41,103,6,0.165,0.7759999999999999,0.428
6,858,4.0,3.98,7.04,8.83,387,35,0.098,0.8390000000000001,0.36
7,623,4.0,4.89,7.56,9.55,319,29,0.11,0.794,0.392
6,771,4.0,4.39,6.93,8.85,383,30,0.084,0.812,0.35600000000000004
11,387,4.0,3.08,8.21,8.21,145,19,0.11800000000000001,0.772,0.21899999999999997
8,456,4.0,4.53,8.39,8.72,237,32,0.132,0.79,0.34299999999999997
6,171,4.0,3.33,11.05,6.77,84,5,0.207,0.7290000000000001,0.389
9,445,4.0,4.19,6.9,9.51,196,13,0.09,0.773,0.34700000000000003
6,349,4.0,3.44,8.34,8.22,146,11,0.11800000000000001,0.74,0.369
8,293,4.0,3.55,8.37,6.7,155,15,0.132,0.768,0.45399999999999996
3,316,4.0,4.24,9.3,8.42,159,9,0.16699999999999998,0.765,0.353
11,417,3.9,3.54,9.23,7.58,195,27,0.149,0.759,0.435
7,532,3.9,4.63,8.38,9.41,262,17,0.15,0.785,0.34299999999999997
6,596,3.9,4.49,5.14,9.76,274,8,0.07400000000000001,0.831,0.39799999999999996
6,369,3.9,3.85,9.81,8.21,173,10,0.138,0.743,0.387
5,279,3.9,3.7,9.49,7.59,136,13,0.196,0.7090000000000001,0.434
6,1003,3.8,4.85,4.27,11.03,441,19,0.052000000000000005,0.884,0.332
8,820,3.8,4.8,6.07,9.29,424,44,0.071,0.8109999999999999,0.319
6,540,3.8,4.89,7.74,9.46,279,14,0.098,0.8079999999999999,0.35100000000000003
4,591,3.8,5.61,5.88,10.7,310,13,0.057999999999999996,0.833,0.381
5,524,3.8,3.84,6.9,8.72,231,33,0.091,0.79,0.255
9,286,3.8,3.45,9.71,7.82,126,13,0.165,0.726,0.341
8,416,3.8,3.47,7.7,8.9,162,13,0.124,0.785,0.318
3,241,3.8,3.97,8.66,7.96,120,4,0.121,0.736,0.303
7,277,3.8,3.08,9.33,6.87,124,10,0.16899999999999998,0.72,0.43799999999999994
8,358,3.8,4.64,9.01,9.03,184,15,0.125,0.773,0.344
7,311,3.8,3.06,5.14,9.34,102,15,0.098,0.831,0.19699999999999998
7,484,3.7,4.52,8.23,9.42,232,6,0.115,0.775,0.335
6,353,3.7,3.45,6.59,8.95,136,12,0.127,0.8270000000000001,0.414
5,296,3.7,4.22,6.97,8.56,146,17,0.08900000000000001,0.82,0.271
8,747,3.6,4.56,7.63,8.37,407,37,0.107,0.773,0.46299999999999997
8,304,3.6,4.01,10.76,6.96,175,16,0.166,0.718,0.52
7,514,3.6,4.65,6.55,9.87,242,17,0.09300000000000001,0.8009999999999999,0.263
6,265,3.6,3.62,8.48,7.56,127,20,0.129,0.782,0.461
5,310,3.5,3.61,7.19,8.81,127,4,0.106,0.763,0.265
4,339,3.5,4.66,7.9,8.87,178,11,0.122,0.7809999999999999,0.361
8,519,3.5,3.74,6.15,9.12,213,13,0.091,0.8540000000000001,0.258
5,249,3.5,3.57,10.13,8.47,105,3,0.18600000000000003,0.713,0.409
7,371,3.5,4.87,7.24,9.77,185,5,0.14300000000000002,0.8140000000000001,0.332
3,165,3.5,3.52,9.32,7.54,77,4,0.166,0.7809999999999999,0.371
7,230,3.5,3.78,11.1,7.13,122,8,0.182,0.698,0.32299999999999995
6,447,3.4,4.06,8.21,7.89,230,20,0.10300000000000001,0.763,0.364
5,529,3.4,5.19,6.31,9.88,278,20,0.075,0.804,0.369
3,425,3.4,4.4,6.41,9.45,198,19,0.114,0.821,0.39299999999999996
12,397,3.4,4.05,8.64,8.73,184,17,0.111,0.721,0.262
5,177,3.4,3.55,9.0,8.05,78,8,0.154,0.74,0.256
4,204,3.4,3.31,10.05,8.14,83,9,0.209,0.705,0.456
5,230,3.4,3.5,8.56,7.52,107,12,0.105,0.779,0.358
4,171,3.4,3.53,7.41,7.54,80,1,0.134,0.78,0.494
3,309,3.4,4.43,8.44,9.12,150,20,0.127,0.772,0.284
3,112,3.4,3.02,10.11,6.9,49,13,0.188,0.722,0.29600000000000004
5,173,3.4,3.03,9.73,7.29,72,11,0.154,0.7390000000000001,0.17
9,485,3.3,3.9,10.08,8.3,228,16,0.142,0.768,0.303
10,733,3.3,4.21,6.88,8.59,359,38,0.11900000000000001,0.794,0.363
5,761,3.3,5.01,5.95,9.78,390,43,0.085,0.8340000000000001,0.408
10,436,3.3,3.41,8.54,7.78,191,23,0.122,0.755,0.28300000000000003
7,435,3.3,3.53,7.82,7.95,193,17,0.125,0.779,0.349
8,413,3.3,4.12,8.51,9.4,181,10,0.157,0.7809999999999999,0.4
5,389,3.3,4.41,9.47,8.3,207,11,0.147,0.7390000000000001,0.431
6,231,3.3,3.71,10.16,7.52,114,5,0.195,0.758,0.49200000000000005
3,273,3.3,4.15,9.57,8.22,138,9,0.183,0.764,0.402
13,977,3.2,4.54,6.48,9.44,470,23,0.098,0.8059999999999999,0.41100000000000003
4,437,3.2,4.34,7.58,8.22,231,18,0.128,0.805,0.48700000000000004
5,518,3.2,5.11,5.91,10.41,254,11,0.08,0.841,0.34299999999999997
6,270,3.2,3.81,9.6,7.98,129,24,0.177,0.7709999999999999,0.406
8,356,3.2,3.6,6.45,9.22,139,14,0.105,0.773,0.203
2,233,3.2,4.91,5.92,9.78,117,6,0.091,0.81,0.409
9,877,3.1,4.12,8.14,8.33,434,50,0.10099999999999999,0.812,0.486
7,858,3.1,5.0,5.61,10.0,429,26,0.064,0.8440000000000001,0.304
5,264,3.1,3.2,6.88,8.53,99,25,0.126,0.816,0.27699999999999997
9,400,3.1,4.0,8.06,8.64,185,9,0.114,0.7829999999999999,0.33899999999999997
5,337,3.1,3.54,6.51,9.93,120,7,0.129,0.816,0.254
5,208,3.1,3.65,10.13,7.45,102,18,0.15,0.762,0.44
4,238,3.1,4.59,9.89,8.03,136,10,0.168,0.7070000000000001,0.366
4,333,3.1,5.37,7.46,10.1,177,7,0.09699999999999999,0.797,0.344
3,328,3.1,4.99,9.24,9.35,175,21,0.155,0.745,0.337
7,702,3.0,4.59,6.4,9.34,345,22,0.07400000000000001,0.805,0.28800000000000003
11,412,3.0,3.8,10.09,7.98,196,9,0.19699999999999998,0.74,0.49200000000000005
4,430,3.0,4.16,5.15,9.27,193,21,0.068,0.831,0.33899999999999997
8,504,3.0,4.59,7.73,8.94,259,13,0.125,0.778,0.44299999999999995
5,187,3.0,3.12,10.29,6.48,90,15,0.192,0.705,0.33399999999999996
7,365,3.0,3.4,7.22,8.5,146,20,0.11199999999999999,0.804,0.2
8,441,3.0,3.57,6.55,8.84,178,22,0.09,0.779,0.215
6,317,3.0,3.89,7.85,7.66,161,11,0.078,0.764,0.309
8,433,3.0,3.39,5.84,9.65,152,10,0.124,0.858,0.203
8,312,3.0,3.41,7.43,7.65,139,8,0.09,0.732,0.414
4,110,3.0,2.58,11.46,6.31,45,9,0.218,0.705,0.37
2,129,3.0,2.73,9.67,7.65,46,4,0.215,0.738,0.349
1,135,3.0,3.39,9.21,9.35,49,5,0.205,0.815,0.381
4,213,3.0,4.17,5.73,9.76,91,8,0.08,0.86,0.294
6,311,2.9,3.44,7.6,7.75,138,21,0.111,0.7609999999999999,0.389
8,404,2.9,3.43,6.2,9.24,150,13,0.08800000000000001,0.8170000000000001,0.22699999999999998
5,299,2.9,4.3,9.28,8.52,151,14,0.146,0.769,0.364
6,276,2.9,4.43,7.41,9.05,135,5,0.09300000000000001,0.7609999999999999,0.37799999999999995
4,190,2.9,2.94,6.54,8.45,66,15,0.122,0.825,0.244
9,252,2.9,3.38,9.32,8.7,98,14,0.16,0.79,0.37799999999999995
6,496,2.8,3.79,7.04,8.78,214,23,0.105,0.8190000000000001,0.305
6,379,2.8,4.52,9.18,8.4,204,15,0.10800000000000001,0.777,0.354
9,450,2.8,3.91,8.71,8.27,213,9,0.158,0.764,0.43
8,309,2.8,3.43,8.11,7.86,135,18,0.12,0.754,0.285
8,537,2.8,5.12,6.63,10.33,266,21,0.08800000000000001,0.807,0.23
3,400,2.8,4.5,4.21,10.47,172,5,0.051,0.86,0.29
10,464,2.8,3.99,8.76,7.74,239,11,0.168,0.774,0.49700000000000005
8,266,2.8,3.5,9.01,6.75,138,25,0.157,0.7120000000000001,0.38299999999999995
8,301,2.8,3.47,9.98,7.84,133,13,0.188,0.748,0.40299999999999997
3,217,2.8,3.54,7.65,8.09,95,11,0.15,0.78,0.325
4,182,2.8,3.58,9.36,7.31,89,13,0.14300000000000002,0.772,0.348
4,182,2.8,3.36,6.91,8.27,74,5,0.124,0.7909999999999999,0.41600000000000004
5,235,2.8,3.34,9.44,8.09,97,11,0.18,0.757,0.494
4,101,2.8,3.46,12.67,7.95,44,3,0.23,0.6920000000000001,0.336
2,61,2.8,2.89,14.12,6.29,28,2,0.32899999999999996,0.652,0.49700000000000005
4,351,2.7,3.61,6.24,8.11,156,21,0.054000000000000006,0.802,0.247
3,490,2.7,4.7,4.01,10.85,212,13,0.062,0.8740000000000001,0.418
5,357,2.7,4.33,6.27,9.21,168,11,0.079,0.7879999999999999,0.34600000000000003
4,228,2.7,3.09,7.77,8.2,86,4,0.121,0.773,0.451
5,338,2.7,3.92,7.46,9.2,144,28,0.107,0.807,0.251
5,224,2.7,4.27,10.66,7.3,131,10,0.205,0.738,0.489
5,159,2.7,3.52,11.02,5.76,97,6,0.171,0.7040000000000001,0.37799999999999995
2,131,2.7,3.63,9.38,6.79,70,10,0.183,0.775,0.54
3,159,2.7,3.64,9.89,7.05,82,9,0.165,0.752,0.46799999999999997
3,143,2.7,3.75,7.91,8.5,63,7,0.11800000000000001,0.8109999999999999,0.435
5,236,2.7,3.84,10.89,7.89,115,12,0.15,0.6609999999999999,0.391
6,225,2.7,3.34,10.78,6.83,110,6,0.161,0.6859999999999999,0.46299999999999997
11,676,2.6,3.92,8.02,8.51,311,26,0.11699999999999999,0.774,0.29100000000000004
8,516,2.6,4.1,7.71,8.56,247,12,0.113,0.763,0.374
11,686,2.6,4.42,6.81,9.45,321,14,0.105,0.8190000000000001,0.38299999999999995
6,431,2.6,4.71,7.76,8.94,227,28,0.10400000000000001,0.7829999999999999,0.39799999999999996
10,485,2.6,3.5,6.3,9.13,186,15,0.10400000000000001,0.8340000000000001,0.24
4,486,2.6,4.87,5.07,10.39,228,9,0.057999999999999996,0.8490000000000001,0.35
4,467,2.6,4.61,4.78,9.91,217,16,0.055999999999999994,0.87,0.353
6,187,2.6,3.16,10.69,6.87,86,8,0.149,0.669,0.309
8,282,2.6,3.81,9.31,8.39,128,9,0.138,0.764,0.35700000000000004
5,305,2.6,4.65,6.74,8.86,160,8,0.09699999999999999,0.8240000000000001,0.39
5,369,2.6,3.98,5.71,8.49,173,8,0.028999999999999998,0.838,0.252
4,241,2.6,4.66,9.22,8.32,135,13,0.154,0.737,0.361
6,286,2.6,3.78,7.12,8.86,122,4,0.102,0.792,0.377
4,365,2.6,4.36,6.11,10.14,157,6,0.094,0.8340000000000001,0.401
5,232,2.6,3.78,9.47,7.76,113,1,0.139,0.652,0.379
5,168,2.6,2.98,10.84,7.46,67,9,0.183,0.7240000000000001,0.449
10,389,2.5,4.0,9.76,8.03,194,11,0.131,0.757,0.433
4,408,2.5,4.44,6.28,9.53,190,9,0.07400000000000001,0.818,0.40399999999999997
7,443,2.5,5.23,5.88,10.3,225,30,0.037000000000000005,0.8370000000000001,0.292
2,360,2.5,4.91,5.55,10.91,162,12,0.057999999999999996,0.8320000000000001,0.342
7,315,2.5,3.44,6.13,8.54,127,11,0.099,0.828,0.35
10,419,2.5,3.89,8.47,8.68,188,25,0.10800000000000001,0.7390000000000001,0.226
5,222,2.5,3.97,9.25,7.66,115,16,0.16399999999999998,0.746,0.384
3,150,2.5,2.88,8.74,7.71,56,5,0.16,0.769,0.542
3,92,2.5,3.14,11.03,6.15,47,6,0.198,0.6920000000000001,0.307
3,103,2.5,2.98,11.45,7.15,43,2,0.233,0.7040000000000001,0.4
2,74,2.5,2.21,11.38,6.53,25,7,0.22899999999999998,0.7090000000000001,0.187
3,625,2.4,4.76,4.67,9.89,301,20,0.055,0.852,0.349
12,428,2.4,4.34,9.83,9.07,205,19,0.149,0.705,0.348
12,822,2.4,4.56,6.04,9.84,381,43,0.07,0.845,0.33299999999999996
6,330,2.4,3.86,7.02,8.54,149,15,0.094,0.7809999999999999,0.365
6,491,2.4,4.81,6.13,9.71,243,12,0.04,0.852,0.255
7,403,2.4,4.06,7.65,9.2,178,13,0.094,0.775,0.315
5,417,2.4,5.1,5.03,10.13,210,4,0.055999999999999994,0.851,0.305
5,398,2.4,5.34,6.59,9.71,219,13,0.087,0.816,0.37799999999999995
3,151,2.4,2.81,6.1,7.31,58,9,0.096,0.831,0.377
3,199,2.4,4.73,9.2,8.56,110,10,0.14800000000000002,0.7140000000000001,0.431
5,213,2.4,3.58,8.86,7.93,96,6,0.122,0.777,0.451
3,74,2.4,3.06,14.28,5.26,43,3,0.249,0.672,0.44
3,124,2.4,3.84,9.76,7.8,61,8,0.172,0.7490000000000001,0.325
5,103,2.4,4.01,10.77,7.11,58,13,0.172,0.752,0.348
2,161,2.4,3.53,9.46,8.23,69,8,0.142,0.774,0.28600000000000003
5,468,2.3,4.86,6.47,8.72,261,38,0.066,0.815,0.431
9,334,2.3,3.3,8.49,7.56,146,16,0.153,0.797,0.424
4,597,2.3,5.17,5.88,10.29,300,6,0.057999999999999996,0.7959999999999999,0.397
7,325,2.3,3.41,8.43,7.81,142,19,0.131,0.763,0.40700000000000003
4,371,2.3,3.96,7.53,8.44,174,22,0.107,0.782,0.365
4,213,2.3,2.71,9.83,7.05,82,21,0.138,0.6809999999999999,0.16
7,386,2.3,4.6,7.11,9.49,187,23,0.10099999999999999,0.812,0.304
5,238,2.3,3.85,8.18,8.32,110,12,0.122,0.763,0.261
10,464,2.3,3.87,7.08,8.27,217,9,0.10300000000000001,0.764,0.311
6,356,2.3,4.18,6.24,9.37,159,13,0.091,0.8140000000000001,0.318
6,357,2.3,4.73,7.64,9.12,185,26,0.075,0.785,0.33899999999999997
4,215,2.3,3.38,8.73,8.85,82,10,0.141,0.74,0.35200000000000004
5,237,2.3,3.93,10.21,7.83,119,13,0.177,0.735,0.365
1,165,2.3,3.87,6.02,9.83,65,2,0.12300000000000001,0.855,0.43700000000000006
4,333,2.3,4.76,4.82,10.23,155,17,0.057,0.8340000000000001,0.252
5,155,2.3,3.98,11.16,7.62,81,6,0.17600000000000002,0.6920000000000001,0.363
2,140,2.3,3.82,8.92,8.49,63,3,0.193,0.764,0.479
4,422,2.2,4.71,7.44,8.92,223,9,0.107,0.787,0.401
7,299,2.2,4.02,9.38,8.18,147,4,0.132,0.765,0.341
7,552,2.2,4.44,4.46,10.05,244,28,0.021,0.8690000000000001,0.29600000000000004
10,389,2.2,3.69,6.93,8.64,166,25,0.095,0.7829999999999999,0.264
5,369,2.2,4.09,6.84,8.73,173,14,0.105,0.789,0.42
6,248,2.2,5.24,11.27,8.39,155,22,0.193,0.721,0.466
4,365,2.2,4.66,4.46,10.12,168,11,0.057,0.8420000000000001,0.311
6,456,2.2,5.45,7.89,9.75,255,32,0.107,0.7979999999999999,0.3
3,193,2.2,4.26,9.53,7.82,105,15,0.142,0.7340000000000001,0.292
5,221,2.2,4.57,7.64,8.7,116,11,0.14,0.748,0.38799999999999996
6,189,2.2,3.89,10.15,7.83,94,13,0.153,0.747,0.327
4,115,2.2,3.26,8.77,7.2,52,11,0.16899999999999998,0.7809999999999999,0.263
4,109,2.2,4.01,9.36,6.94,63,6,0.145,0.763,0.47200000000000003
3,112,2.2,4.3,9.55,8.77,55,6,0.17300000000000001,0.754,0.306
2,242,2.2,4.65,6.46,9.71,116,7,0.11,0.8270000000000001,0.365
2,59,2.2,2.84,12.89,5.99,28,4,0.284,0.624,0.33899999999999997
7,287,2.1,4.08,11.0,8.01,146,10,0.142,0.713,0.33899999999999997
8,339,2.1,3.69,9.43,8.57,146,6,0.146,0.7140000000000001,0.36
6,307,2.1,4.59,9.3,9.15,154,13,0.147,0.77,0.38799999999999996
3,298,2.1,5.05,8.11,9.23,163,19,0.122,0.763,0.369
7,234,2.1,3.5,9.3,7.18,114,16,0.19699999999999998,0.758,0.46799999999999997
5,232,2.1,3.38,8.44,8.33,94,15,0.114,0.777,0.263
3,226,2.1,3.99,8.17,8.36,108,0,0.134,0.7509999999999999,0.43
5,375,2.1,4.51,5.08,9.72,174,9,0.054000000000000006,0.863,0.32899999999999996
4,172,2.1,4.61,9.71,8.35,95,14,0.17,0.75,0.38799999999999996
4,257,2.1,4.43,7.01,9.73,117,13,0.08,0.833,0.385
4,137,2.1,2.75,8.1,6.98,54,2,0.131,0.779,0.447
4,171,2.1,3.45,9.73,7.67,77,10,0.177,0.7509999999999999,0.39
6,282,2.1,4.01,9.84,7.58,149,13,0.145,0.769,0.413
3,371,2.1,5.49,7.11,10.56,193,6,0.1,0.8109999999999999,0.381
6,281,2.1,3.51,8.42,7.89,125,14,0.131,0.7979999999999999,0.344
7,255,2.1,3.55,10.23,7.95,114,12,0.158,0.7440000000000001,0.41200000000000003
2,281,2.1,5.38,4.52,11.44,132,11,0.043,0.8759999999999999,0.322
3,201,2.1,4.55,7.1,9.15,100,6,0.10099999999999999,0.8029999999999999,0.433
2,136,2.1,4.27,8.48,8.18,71,10,0.131,0.7659999999999999,0.42200000000000004
8,810,2.0,4.56,6.14,9.41,393,50,0.077,0.815,0.33299999999999996
10,619,2.0,4.51,5.8,10.03,278,20,0.07200000000000001,0.821,0.29100000000000004
