Seasons,H,WAR,ERA,K/9,H/9,ER,HBP,K-BB%,Contact%,FB%
4,184,0.7,3.68,8.05,8.36,81,8,0.10800000000000001,0.792,0.442
2,211,0.7,4.66,7.11,9.37,105,4,0.111,0.8390000000000001,0.27899999999999997
4,138,0.7,5.13,9.43,8.85,80,7,0.163,0.758,0.494
2,45,0.7,2.75,9.05,7.28,17,6,0.149,0.721,0.20800000000000002
3,114,0.7,3.4,7.58,8.08,48,4,0.135,0.738,0.32299999999999995
3,81,0.7,3.56,10.38,8.01,36,11,0.18100000000000002,0.733,0.34600000000000003
2,82,0.7,3.63,9.03,8.52,35,4,0.172,0.755,0.386
3,160,0.7,5.12,7.02,9.21,89,6,0.064,0.7709999999999999,0.402
1,29,0.7,2.27,11.52,5.48,12,4,0.209,0.755,0.34600000000000003
1,31,0.7,2.82,7.51,7.28,12,1,0.08,0.753,0.33299999999999996
2,69,0.7,3.79,8.67,8.43,31,1,0.161,0.682,0.551
2,78,0.7,4.1,5.79,9.4,34,6,0.06,0.861,0.28600000000000003
1,135,0.7,5.29,6.25,10.82,66,7,0.111,0.843,0.36700000000000005
1,48,0.7,2.99,9.87,6.23,23,2,0.213,0.774,0.486
2,80,0.7,3.74,6.63,9.64,31,8,0.063,0.831,0.209
2,61,0.7,3.87,8.33,7.16,33,4,0.102,0.769,0.45
3,95,0.7,3.94,11.83,8.33,45,6,0.21100000000000002,0.654,0.35600000000000004
3,134,0.7,4.34,7.62,8.43,69,14,0.079,0.768,0.32899999999999996
5,144,0.7,4.35,8.25,8.13,77,12,0.122,0.7440000000000001,0.348
1,119,0.7,4.9,8.49,9.1,64,7,0.128,0.78,0.33299999999999996
2,74,0.7,5.03,7.01,9.79,38,3,0.106,0.792,0.31
2,84,0.7,6.68,8.45,11.45,49,5,0.163,0.792,0.44799999999999995
1,24,0.7,2.18,9.0,6.55,8,3,0.19699999999999998,0.7709999999999999,0.414
1,59,0.7,3.56,7.9,7.77,27,3,0.09699999999999999,0.772,0.415
4,115,0.7,4.33,9.26,7.01,71,10,0.11199999999999999,0.763,0.45
4,105,0.7,4.49,8.8,8.89,53,5,0.15,0.7659999999999999,0.34
3,92,0.7,4.47,8.76,8.23,50,7,0.14400000000000002,0.7859999999999999,0.505
2,80,0.7,3.69,6.24,10.19,29,5,0.11,0.836,0.253
4,476,0.6,4.81,5.1,10.36,221,9,0.062,0.8740000000000001,0.396
4,229,0.6,4.11,7.94,7.91,119,5,0.086,0.7829999999999999,0.366
6,314,0.6,4.16,7.23,9.34,140,15,0.11,0.777,0.314
5,213,0.6,4.51,9.12,9.34,103,5,0.139,0.7490000000000001,0.47
2,151,0.6,3.64,8.71,8.07,68,11,0.122,0.782,0.386
4,181,0.6,4.56,4.76,8.79,94,8,0.005,0.856,0.33799999999999997
2,223,0.6,4.24,6.52,8.76,108,9,0.08800000000000001,0.8140000000000001,0.366
3,323,0.6,5.47,5.16,10.04,176,20,0.046,0.843,0.41100000000000003
4,158,0.6,3.65,6.94,8.0,72,6,0.133,0.816,0.414
2,116,0.6,3.7,7.77,8.75,49,5,0.098,0.7390000000000001,0.38299999999999995
3,304,0.6,4.88,7.37,9.22,161,11,0.12,0.792,0.33899999999999997
5,245,0.6,5.1,9.44,9.33,134,9,0.157,0.746,0.41700000000000004
3,196,0.6,3.57,5.64,8.44,83,10,0.051,0.843,0.386
3,257,0.6,4.71,5.43,9.69,125,17,0.061,0.8490000000000001,0.34
3,125,0.6,3.95,8.95,8.81,56,10,0.135,0.785,0.307
5,122,0.6,3.98,9.83,6.93,70,16,0.136,0.74,0.373
3,137,0.6,3.99,6.17,8.81,62,5,0.102,0.823,0.433
3,98,0.6,4.5,8.49,8.32,53,6,0.12300000000000001,0.747,0.261
2,175,0.6,4.99,4.59,10.16,86,6,0.032,0.851,0.498
3,146,0.6,5.52,8.96,9.83,82,10,0.154,0.742,0.27399999999999997
6,306,0.6,5.66,5.37,9.67,179,13,0.040999999999999995,0.843,0.32899999999999996
4,119,0.6,3.33,8.43,8.43,47,8,0.125,0.7809999999999999,0.342
3,129,0.6,3.61,5.91,8.47,55,9,0.087,0.8270000000000001,0.33
3,80,0.6,4.64,13.33,6.75,55,8,0.21,0.665,0.457
2,132,0.6,4.72,5.77,8.65,72,8,0.013000000000000001,0.787,0.262
1,216,0.6,5.27,4.84,10.34,110,12,0.057999999999999996,0.887,0.447
2,69,0.6,3.44,11.11,7.67,31,2,0.183,0.682,0.47
4,196,0.6,4.02,7.12,8.56,92,3,0.13,0.765,0.309
2,151,0.6,5.32,7.64,8.55,94,15,0.09300000000000001,0.7909999999999999,0.35700000000000004
1,113,0.6,3.17,6.08,9.42,38,1,0.07200000000000001,0.8340000000000001,0.17300000000000001
2,89,0.6,3.19,7.55,8.61,33,1,0.11800000000000001,0.8190000000000001,0.299
1,52,0.6,2.66,9.44,6.3,22,6,0.127,0.71,0.39799999999999996
2,35,0.6,3.47,7.18,8.67,14,1,0.12300000000000001,0.782,0.387
2,102,0.6,5.08,7.43,9.6,54,7,0.096,0.7979999999999999,0.365
4,141,0.6,6.11,7.31,11.33,76,3,0.105,0.746,0.273
4,155,0.6,4.02,9.21,8.3,75,4,0.14800000000000002,0.753,0.368
1,46,0.6,4.44,11.01,8.17,25,2,0.131,0.7020000000000001,0.266
4,225,0.6,4.82,5.18,10.14,107,9,0.067,0.862,0.359
1,56,0.6,5.57,10.78,6.78,46,3,0.08900000000000001,0.725,0.377
2,123,0.6,5.7,7.18,9.6,73,3,0.081,0.7929999999999999,0.33899999999999997
2,65,0.6,6.52,9.86,9.86,43,1,0.087,0.77,0.247
3,48,0.6,4.55,6.83,7.81,28,1,0.09,0.785,0.373
5,102,0.6,4.72,9.28,7.76,62,1,0.12300000000000001,0.772,0.433
4,104,0.6,4.79,7.92,10.17,49,10,0.11699999999999999,0.8220000000000001,0.32799999999999996
1,63,0.6,4.83,6.82,8.95,34,3,0.10800000000000001,0.778,0.38799999999999996
2,39,0.6,5.14,9.0,7.16,28,2,0.098,0.715,0.389
2,79,0.6,5.17,8.14,10.21,40,8,0.10300000000000001,0.77,0.312
1,15,0.6,0.89,9.74,6.64,2,0,0.188,0.779,0.22
2,90,0.6,3.34,8.44,8.84,34,1,0.13699999999999998,0.738,0.40700000000000003
1,50,0.6,5.56,7.42,10.31,27,4,0.07,0.7490000000000001,0.441
1,25,0.6,3.78,11.61,6.75,14,1,0.149,0.7070000000000001,0.48200000000000004
2,47,0.6,5.14,12.73,6.04,40,6,0.201,0.6679999999999999,0.409
1,33,0.6,4.19,10.49,8.65,16,1,0.19899999999999998,0.7240000000000001,0.511
13,734,0.5,4.32,6.77,8.88,357,35,0.079,0.815,0.302
10,480,0.5,2.96,6.17,7.98,178,40,0.081,0.78,0.21
10,538,0.5,4.13,5.28,10.25,217,12,0.06,0.8320000000000001,0.20199999999999999
4,153,0.5,4.07,11.19,7.07,88,13,0.16699999999999998,0.7140000000000001,0.44299999999999995
6,215,0.5,4.05,6.07,8.88,98,5,0.067,0.818,0.262
8,469,0.5,4.63,5.42,9.82,221,11,0.06,0.84,0.289
6,258,0.5,5.08,10.41,7.71,170,14,0.13699999999999998,0.71,0.355
4,277,0.5,4.7,6.52,9.5,137,8,0.11800000000000001,0.792,0.336
4,208,0.5,3.38,7.13,8.67,81,6,0.08,0.7559999999999999,0.386
6,239,0.5,3.47,7.62,8.55,97,5,0.141,0.818,0.392
3,120,0.5,3.08,9.06,7.4,50,9,0.107,0.768,0.284
5,261,0.5,4.24,6.93,9.88,112,11,0.075,0.805,0.21
3,234,0.5,4.65,3.84,10.46,104,7,0.03,0.885,0.325
4,320,0.5,5.36,5.9,11.58,148,8,0.063,0.8220000000000001,0.36700000000000005
3,64,0.5,3.23,8.88,7.38,28,5,0.11699999999999999,0.701,0.307
3,118,0.5,3.69,8.95,8.07,54,6,0.14,0.726,0.341
6,173,0.5,3.92,8.36,8.08,84,4,0.122,0.7559999999999999,0.27899999999999997
3,115,0.5,4.01,6.6,9.61,48,7,0.105,0.792,0.185
2,132,0.5,4.27,6.51,8.95,63,8,0.08,0.805,0.27699999999999997
4,251,0.5,4.92,8.19,9.79,126,6,0.11,0.794,0.307
4,211,0.5,5.72,6.23,10.69,113,6,0.040999999999999995,0.8490000000000001,0.33299999999999996
3,112,0.5,2.68,9.16,6.53,46,8,0.10800000000000001,0.732,0.332
5,211,0.5,4.43,7.86,9.26,101,9,0.099,0.8290000000000001,0.353
3,192,0.5,4.74,7.47,10.11,90,1,0.09,0.807,0.425
3,125,0.5,5.12,8.29,8.09,79,12,0.092,0.738,0.3
4,136,0.5,5.64,8.3,10.96,70,9,0.115,0.789,0.39899999999999997
4,114,0.5,3.69,9.74,7.26,58,4,0.16,0.7070000000000001,0.41200000000000003
1,67,0.5,3.86,6.56,8.61,30,2,0.09699999999999999,0.826,0.414
2,93,0.5,4.13,10.16,7.39,52,7,0.205,0.757,0.42100000000000004
4,151,0.5,4.29,7.13,10.99,59,5,0.08,0.79,0.369
3,109,0.5,4.33,8.5,8.13,58,2,0.12300000000000001,0.769,0.5
3,162,0.5,4.36,7.02,8.61,82,8,0.065,0.802,0.402
3,113,0.5,4.51,6.05,9.62,53,4,0.075,0.82,0.455
2,69,0.5,3.39,9.34,7.08,33,2,0.19699999999999998,0.728,0.38
1,64,0.5,3.71,8.83,8.19,29,5,0.11699999999999999,0.758,0.359
4,94,0.5,3.83,9.0,9.0,40,4,0.11599999999999999,0.7509999999999999,0.342
6,161,0.5,4.15,8.25,8.57,78,4,0.182,0.805,0.402
2,116,0.5,4.5,7.96,9.32,56,8,0.11,0.812,0.27399999999999997
2,91,0.5,6.05,9.12,8.47,65,7,0.125,0.8029999999999999,0.43799999999999994
2,110,0.5,3.35,6.69,8.76,42,3,0.10099999999999999,0.7929999999999999,0.355
3,87,0.5,3.54,8.75,8.1,38,3,0.127,0.72,0.39299999999999996
2,104,0.5,3.84,6.38,9.75,41,4,0.095,0.792,0.478
2,100,0.5,4.78,8.27,9.18,52,6,0.11699999999999999,0.78,0.28600000000000003
3,85,0.5,5.19,7.52,9.0,49,4,0.07200000000000001,0.745,0.49
3,191,0.5,5.39,6.05,10.5,98,5,0.09699999999999999,0.809,0.384
3,127,0.5,5.42,5.87,9.55,72,10,0.076,0.823,0.43200000000000005
3,124,0.5,6.12,7.34,10.11,75,4,0.10099999999999999,0.809,0.353
1,20,0.5,1.48,8.88,7.4,4,1,0.17300000000000001,0.765,0.212
3,167,0.5,4.17,9.15,8.59,81,2,0.11900000000000001,0.7609999999999999,0.39799999999999996
1,71,0.5,4.45,7.27,10.53,30,1,0.107,0.767,0.457
2,65,0.5,5.27,10.8,8.56,40,1,0.147,0.7090000000000001,0.382
4,105,0.5,5.29,9.58,9.58,58,8,0.124,0.7240000000000001,0.305
3,161,0.5,5.84,7.1,10.68,88,4,0.07200000000000001,0.7879999999999999,0.342
3,129,0.5,6.44,6.94,10.65,78,6,0.07400000000000001,0.8170000000000001,0.382
2,61,0.5,2.98,4.92,9.1,20,2,0.08199999999999999,0.833,0.361
1,23,0.5,3.03,7.44,6.34,11,1,0.10400000000000001,0.8079999999999999,0.43
1,42,0.5,3.4,8.23,7.51,19,2,0.114,0.792,0.51
1,24,0.5,3.42,9.23,8.2,10,0,0.183,0.799,0.507
1,28,0.5,3.64,8.8,8.49,12,4,0.10400000000000001,0.757,0.233
3,114,0.5,4.12,4.74,11.75,40,2,0.051,0.865,0.414
3,69,0.5,4.93,10.64,8.96,38,4,0.138,0.7609999999999999,0.34600000000000003
2,47,0.5,5.06,4.85,9.91,24,3,0.01,0.8809999999999999,0.303
3,63,0.5,5.24,6.38,10.31,32,0,0.055999999999999994,0.7809999999999999,0.312
1,17,0.5,1.07,9.95,6.04,3,0,0.247,0.721,0.6
1,17,0.5,4.0,9.0,8.5,8,0,0.17300000000000001,0.768,0.353
2,45,0.5,4.41,10.41,7.94,25,4,0.124,0.7709999999999999,0.504
1,32,0.5,4.78,5.47,10.94,14,2,0.076,0.883,0.40700000000000003
1,34,0.5,4.83,9.38,9.66,17,0,0.11,0.755,0.38299999999999995
2,74,0.5,5.16,7.05,12.73,30,1,0.092,0.821,0.36
7,309,0.4,3.1,7.26,7.79,123,7,0.127,0.7559999999999999,0.353
8,252,0.4,4.21,9.39,7.64,139,22,0.154,0.736,0.413
3,183,0.4,3.75,4.81,10.23,67,8,0.052000000000000005,0.846,0.26899999999999996
6,312,0.4,4.3,7.35,8.34,161,11,0.10099999999999999,0.772,0.401
6,232,0.4,3.51,8.85,7.55,108,15,0.125,0.72,0.441
4,124,0.4,3.95,9.15,7.09,69,15,0.11199999999999999,0.769,0.37200000000000005
4,223,0.4,4.78,7.97,9.11,117,7,0.129,0.7909999999999999,0.415
1,134,0.4,4.6,5.43,9.21,67,4,0.085,0.799,0.413
3,69,0.4,2.47,8.33,8.1,21,2,0.12300000000000001,0.7170000000000001,0.401
3,91,0.4,3.57,8.89,7.56,43,1,0.11,0.75,0.321
4,233,0.4,4.74,6.84,9.43,117,12,0.094,0.8320000000000001,0.386
4,88,0.4,3.95,6.96,9.14,38,5,0.054000000000000006,0.8190000000000001,0.322
4,159,0.4,4.58,5.86,10.25,71,5,0.09300000000000001,0.8640000000000001,0.36200000000000004
6,165,0.4,3.63,7.35,7.58,79,8,0.07,0.7829999999999999,0.278
2,183,0.4,4.46,6.54,9.07,90,9,0.054000000000000006,0.7979999999999999,0.419
2,50,0.4,4.19,11.41,7.22,29,3,0.175,0.693,0.414
3,58,0.4,4.26,10.18,6.87,36,0,0.11900000000000001,0.77,0.51
2,123,0.4,4.5,5.92,9.71,57,3,0.085,0.797,0.267
2,89,0.4,4.57,4.36,9.46,43,4,-0.003,0.878,0.32899999999999996
3,143,0.4,5.26,6.62,10.75,70,7,0.039,0.784,0.337
2,78,0.4,5.5,7.6,10.22,42,0,0.08900000000000001,0.76,0.307
2,88,0.4,4.54,9.73,7.14,56,8,0.08800000000000001,0.7829999999999999,0.441
2,72,0.4,3.89,9.67,8.49,33,3,0.107,0.794,0.29600000000000004
4,93,0.4,4.32,9.83,8.54,47,3,0.14,0.728,0.39
2,54,0.4,4.42,6.87,8.84,27,1,0.045,0.8,0.314
2,67,0.4,4.56,10.32,8.04,38,1,0.11800000000000001,0.7709999999999999,0.45
1,119,0.4,4.8,4.15,9.68,59,9,-0.008,0.857,0.35
4,85,0.4,4.84,7.73,8.76,47,5,0.07400000000000001,0.7909999999999999,0.359
1,111,0.4,6.16,7.81,9.64,71,6,0.10800000000000001,0.802,0.40399999999999997
2,120,0.4,7.58,4.88,12.46,73,3,0.034,0.851,0.355
1,24,0.4,3.53,8.83,6.06,14,0,0.092,0.665,0.44299999999999995
1,91,0.4,3.64,7.38,9.2,36,1,0.094,0.82,0.433
3,82,0.4,4.55,7.05,8.89,42,8,0.091,0.758,0.22899999999999998
3,76,0.4,5.76,7.13,11.53,38,0,0.075,0.792,0.349
1,86,0.4,5.9,8.96,9.76,52,2,0.138,0.759,0.47200000000000003
1,65,0.4,5.97,4.55,10.2,38,4,0.023,0.853,0.42
2,25,0.4,1.51,7.82,6.31,6,1,0.11599999999999999,0.7929999999999999,0.38
1,28,0.4,2.83,10.29,7.2,11,1,0.16899999999999998,0.732,0.42200000000000004
1,35,0.4,3.11,7.17,8.36,13,0,0.06,0.7809999999999999,0.397
3,74,0.4,3.34,8.67,9.17,27,3,0.12,0.792,0.43799999999999994
2,30,0.4,3.97,9.53,7.94,15,0,0.13,0.745,0.315
2,40,0.4,4.66,7.91,9.31,20,3,0.1,0.757,0.301
3,77,0.4,4.71,9.41,9.54,38,4,0.109,0.748,0.332
3,85,0.4,5.47,5.35,10.34,45,1,0.048,0.8029999999999999,0.335
1,45,0.4,5.58,7.81,10.04,25,1,0.11900000000000001,0.836,0.32
1,28,0.4,5.9,12.1,8.69,19,1,0.16699999999999998,0.73,0.521
2,83,0.4,6.04,5.51,11.15,45,5,0.069,0.84,0.33899999999999997
1,22,0.4,2.05,11.45,4.5,10,6,0.177,0.688,0.457
1,26,0.4,2.93,6.83,8.46,9,0,0.10800000000000001,0.7879999999999999,0.321
1,31,0.4,3.02,8.86,6.7,14,1,0.14,0.769,0.414
1,28,0.4,3.16,8.33,8.04,11,1,0.146,0.8009999999999999,0.391
2,57,0.4,3.71,11.0,8.14,26,11,0.154,0.7170000000000001,0.419
2,31,0.4,4.94,4.56,11.79,13,0,0.027999999999999997,0.857,0.321
1,17,0.4,5.93,12.51,11.2,9,0,0.203,0.7290000000000001,0.282
1,75,0.4,5.93,6.24,11.71,38,5,0.084,0.797,0.40399999999999997
2,57,0.4,6.5,7.51,11.57,32,3,0.087,0.813,0.306
1,32,0.4,7.11,9.24,11.37,20,3,0.11599999999999999,0.726,0.418
5,336,0.3,4.45,7.8,8.85,169,21,0.106,0.7559999999999999,0.375
7,338,0.3,3.39,5.14,9.1,126,8,0.051,0.818,0.382
3,164,0.3,3.38,7.14,7.7,72,2,0.122,0.763,0.298
4,180,0.3,4.96,7.02,9.29,96,3,0.076,0.7929999999999999,0.40299999999999997
4,326,0.3,5.54,6.24,9.45,191,17,0.033,0.802,0.325
7,346,0.3,4.02,6.96,8.98,155,12,0.086,0.8079999999999999,0.33899999999999997
6,340,0.3,4.09,6.53,9.14,152,9,0.1,0.8029999999999999,0.44
4,225,0.3,5.64,7.16,9.77,130,12,0.044000000000000004,0.8190000000000001,0.414
2,70,0.3,4.01,7.59,7.38,38,3,0.08800000000000001,0.78,0.483
2,79,0.3,4.32,11.09,6.44,53,6,0.21,0.716,0.545
4,181,0.3,4.85,8.19,9.15,96,7,0.105,0.779,0.36700000000000005
5,218,0.3,4.17,6.86,8.9,102,8,0.052000000000000005,0.797,0.342
2,36,0.3,2.78,6.95,7.15,14,4,0.09699999999999999,0.797,0.581
5,165,0.3,3.23,7.35,8.09,66,3,0.10400000000000001,0.812,0.324
2,88,0.3,3.42,9.2,7.71,39,3,0.109,0.768,0.444
3,107,0.3,4.55,8.05,8.7,56,2,0.109,0.7490000000000001,0.326
2,189,0.3,4.6,4.97,10.1,86,16,0.046,0.846,0.259
3,108,0.3,4.74,5.18,9.32,55,1,0.038,0.821,0.376
1,96,0.3,5.15,4.2,10.09,49,2,0.021,0.866,0.385
1,78,0.3,6.06,5.51,10.74,44,2,0.01,0.8420000000000001,0.36200000000000004
2,117,0.3,3.72,6.29,10.36,42,4,0.078,0.797,0.294
1,20,0.3,3.81,7.62,6.35,12,4,0.085,0.784,0.373
2,57,0.3,4.18,7.52,7.93,30,3,0.054000000000000006,0.688,0.18899999999999997
4,80,0.3,4.62,7.49,8.21,45,2,0.115,0.773,0.402
3,105,0.3,4.65,5.07,8.72,56,3,0.051,0.86,0.483
2,89,0.3,4.85,10.46,8.46,51,0,0.15,0.7040000000000001,0.386
3,97,0.3,5.01,5.99,9.52,51,1,0.062,0.81,0.431
2,110,0.3,5.08,6.14,9.64,58,4,0.095,0.836,0.475
3,90,0.3,5.11,9.61,7.79,59,7,0.146,0.753,0.374
1,31,0.3,2.92,6.81,7.54,12,1,0.063,0.765,0.43200000000000005
1,36,0.3,3.06,9.0,6.11,18,3,0.154,0.7290000000000001,0.581
2,101,0.3,3.56,6.92,9.99,36,8,0.09300000000000001,0.836,0.285
1,72,0.3,4.06,6.42,9.44,31,2,0.083,0.818,0.43
3,130,0.3,4.16,3.96,8.73,62,10,0.013999999999999999,0.857,0.34299999999999997
2,64,0.3,4.35,9.15,9.29,30,2,0.095,0.75,0.354
4,160,0.3,5.12,9.62,9.86,83,4,0.12300000000000001,0.75,0.389
3,77,0.3,5.48,9.81,9.81,43,5,0.11900000000000001,0.777,0.3
4,149,0.3,5.61,9.91,9.29,90,11,0.13,0.7559999999999999,0.37799999999999995
1,79,0.3,6.11,8.66,10.06,48,5,0.158,0.769,0.319
2,26,0.3,2.7,13.5,5.4,13,6,0.207,0.598,0.376
1,45,0.3,3.35,9.18,7.94,19,3,0.127,0.736,0.511
1,63,0.3,3.57,6.35,8.34,27,8,0.053,0.8109999999999999,0.299
1,54,0.3,3.58,6.62,9.66,20,3,0.069,0.807,0.386
2,33,0.3,4.02,10.71,7.36,18,1,0.217,0.7070000000000001,0.371
2,101,0.3,5.04,5.67,10.61,48,4,0.092,0.871,0.353
3,132,0.3,5.15,2.89,11.92,57,6,0.004,0.904,0.292
1,22,0.3,5.95,7.78,10.07,13,1,0.114,0.78,0.623
1,39,0.3,2.45,7.53,6.38,15,2,0.109,0.7959999999999999,0.46299999999999997
1,42,0.3,3.06,8.32,7.13,18,1,0.14300000000000002,0.82,0.304
3,95,0.3,3.13,5.76,9.61,31,4,0.057,0.784,0.293
2,42,0.3,3.77,13.42,6.34,25,3,0.262,0.743,0.49200000000000005
2,58,0.3,3.77,8.27,8.42,26,3,0.099,0.782,0.46399999999999997
3,94,0.3,3.89,4.73,9.88,37,3,0.045,0.84,0.305
2,83,0.3,4.27,5.19,9.58,37,2,0.073,0.8340000000000001,0.34600000000000003
1,39,0.3,4.37,7.23,7.42,23,5,0.073,0.758,0.365
3,125,0.3,4.66,8.18,10.23,57,2,0.105,0.7809999999999999,0.376
2,68,0.3,4.92,4.25,11.55,29,2,0.052000000000000005,0.8320000000000001,0.341
1,32,0.3,4.93,8.57,8.31,19,4,0.158,0.7709999999999999,0.434
4,107,0.3,5.28,8.59,8.83,64,6,0.09699999999999999,0.7979999999999999,0.382
4,116,0.3,5.46,5.88,12.19,52,6,0.078,0.8170000000000001,0.318
2,62,0.3,5.75,5.91,9.91,36,3,0.095,0.807,0.369
1,44,0.3,6.39,6.39,12.77,22,3,0.09699999999999999,0.885,0.222
2,57,0.3,6.43,5.91,14.66,25,1,0.011000000000000001,0.8340000000000001,0.273
0,16,0.3,9.49,16.78,11.68,13,0,0.267,0.655,0.5329999999999999
1,9,0.3,1.47,7.85,4.42,3,0,0.145,0.809,0.617
1,18,0.3,2.08,6.23,7.48,5,0,0.022000000000000002,0.805,0.452
1,19,0.3,3.09,8.1,7.33,8,3,0.134,0.799,0.45299999999999996
1,27,0.3,3.12,6.49,7.01,12,3,0.026000000000000002,0.787,0.41600000000000004
1,33,0.3,3.47,9.17,8.17,14,3,0.13,0.763,0.375
1,25,0.3,3.5,8.5,6.25,14,0,0.132,0.76,0.261
2,31,0.3,3.71,8.47,8.21,14,3,0.11599999999999999,0.777,0.375
1,53,0.3,3.88,7.76,8.22,25,2,0.07,0.7609999999999999,0.387
1,31,0.3,4.54,9.59,7.82,18,3,0.10800000000000001,0.732,0.316
1,25,0.3,5.14,5.14,10.71,12,0,0.10300000000000001,0.88,0.366
2,57,0.3,5.48,9.34,11.57,27,0,0.09300000000000001,0.7709999999999999,0.37799999999999995
1,63,0.3,5.53,7.38,10.57,33,1,0.078,0.785,0.439
1,20,0.3,5.79,8.36,12.86,9,0,0.127,0.821,0.182
1,25,0.3,5.94,4.32,13.5,11,0,0.081,0.848,0.175
0,29,0.3,7.98,8.59,17.8,13,1,0.16,0.807,0.298
1,13,0.3,0.52,7.27,6.75,1,0,0.179,0.747,0.6
1,9,0.3,1.23,12.89,5.52,2,1,0.188,0.639,0.419
1,19,0.3,2.11,8.02,8.02,5,0,0.098,0.746,0.441
2,47,0.3,4.33,7.17,7.83,26,3,0.055,0.778,0.5
1,8,0.3,4.5,9.56,4.5,8,0,0.10099999999999999,0.71,0.415
2,66,0.3,5.43,7.08,10.87,33,2,0.08800000000000001,0.769,0.271
3,55,0.3,5.64,8.54,9.4,33,3,0.14400000000000002,0.7829999999999999,0.368
8,333,0.2,4.12,8.05,7.84,175,19,0.08199999999999999,0.743,0.32799999999999996
4,336,0.2,6.26,6.04,10.51,200,14,0.038,0.83,0.426
3,150,0.2,3.59,6.4,8.28,65,5,0.084,0.846,0.402
6,319,0.2,4.12,6.62,9.07,145,19,0.064,0.8079999999999999,0.287
2,193,0.2,4.72,7.51,7.79,117,5,0.10800000000000001,0.785,0.513
7,275,0.2,4.65,9.02,9.33,137,6,0.145,0.782,0.38
5,298,0.2,5.53,5.64,10.3,160,14,0.059000000000000004,0.84,0.40299999999999997
3,124,0.2,4.61,8.1,8.17,70,3,0.081,0.769,0.47700000000000004
2,161,0.2,5.44,6.99,9.62,91,10,0.07,0.804,0.42200000000000004
3,227,0.2,6.31,3.77,12.23,117,4,0.008,0.884,0.302
4,87,0.2,4.38,7.37,8.67,44,6,0.062,0.794,0.43700000000000006
4,203,0.2,4.41,5.2,9.43,95,12,0.059000000000000004,0.825,0.32299999999999995
3,208,0.2,5.28,4.05,10.66,103,6,0.001,0.826,0.251
3,119,0.2,5.34,8.59,9.21,69,7,0.057999999999999996,0.7809999999999999,0.47100000000000003
4,251,0.2,6.07,7.39,9.71,157,9,0.10800000000000001,0.816,0.4
5,93,0.2,4.03,10.01,7.22,52,4,0.14,0.731,0.431
4,204,0.2,6.08,8.77,10.0,124,13,0.098,0.8029999999999999,0.478
3,106,0.2,3.24,8.75,7.8,44,4,0.16,0.7390000000000001,0.46399999999999997
6,285,0.2,4.49,7.58,8.96,143,11,0.11,0.789,0.415
4,96,0.2,4.66,9.67,8.44,53,4,0.099,0.7440000000000001,0.401
7,228,0.2,4.82,6.45,9.24,119,3,0.07200000000000001,0.79,0.335
4,89,0.2,5.27,8.78,8.23,57,12,0.11900000000000001,0.785,0.32
2,110,0.2,5.43,7.6,8.53,70,8,0.10300000000000001,0.777,0.47600000000000003
4,205,0.2,4.41,6.43,9.83,92,7,0.052000000000000005,0.804,0.285
4,305,0.2,6.57,6.26,10.38,193,6,0.057,0.843,0.294
2,43,0.2,2.96,8.19,7.49,17,3,0.098,0.769,0.39299999999999996
4,48,0.2,3.28,8.95,7.16,22,5,0.155,0.759,0.439
2,114,0.2,4.54,4.11,9.96,52,4,0.013000000000000001,0.888,0.32799999999999996
3,80,0.2,4.88,5.35,9.52,41,6,0.039,0.825,0.267
3,88,0.2,5.19,8.5,8.31,55,1,0.075,0.753,0.318
3,110,0.2,5.45,6.53,9.83,61,8,0.09300000000000001,0.8420000000000001,0.38799999999999996
1,51,0.2,5.8,11.43,8.45,35,8,0.153,0.7170000000000001,0.355
4,76,0.2,3.56,7.12,7.52,36,6,0.094,0.826,0.33
1,67,0.2,3.89,6.25,7.9,33,4,0.052000000000000005,0.7559999999999999,0.28300000000000003
5,134,0.2,4.19,10.85,7.9,71,6,0.172,0.6990000000000001,0.501
3,82,0.2,4.76,8.34,8.14,48,6,0.11699999999999999,0.716,0.37200000000000005
1,66,0.2,5.1,6.47,9.09,37,3,0.059000000000000004,0.807,0.395
5,205,0.2,5.13,5.44,10.52,100,7,0.021,0.846,0.256
2,78,0.2,5.82,5.17,12.61,36,3,0.040999999999999995,0.836,0.284
1,27,0.2,7.39,12.21,8.68,23,3,0.18600000000000003,0.7,0.534
3,100,0.2,3.31,4.56,8.94,37,3,0.059000000000000004,0.857,0.32799999999999996
5,82,0.2,3.43,10.47,7.21,39,2,0.185,0.75,0.53
2,41,0.2,3.65,7.31,8.32,18,6,0.098,0.815,0.299
1,38,0.2,3.86,9.0,9.77,15,1,0.106,0.74,0.61
1,28,0.2,3.9,10.3,7.79,14,3,0.038,0.73,0.294
2,80,0.2,4.05,7.36,9.82,33,2,0.113,0.76,0.397
1,34,0.2,4.21,11.39,8.42,17,0,0.16,0.735,0.40399999999999997
2,136,0.2,5.15,5.29,9.34,75,3,0.059000000000000004,0.8320000000000001,0.233
1,54,0.2,5.23,6.41,9.11,31,3,0.065,0.799,0.377
2,55,0.2,5.75,9.0,8.11,39,2,0.171,0.812,0.42
2,48,0.2,6.02,6.23,9.97,29,4,0.019,0.812,0.5
2,63,0.2,6.44,5.37,9.66,42,4,0.011000000000000001,0.825,0.326
