id,g,war,era,k/9,cg,sv
1009465,33,3.2,5.79,6.1,2,0
19427,12,3.2,1.63,14.2,0,0
4505,26,3.2,3.18,6.92,1,0
1002996,28,3.2,3.49,4.52,9,0
12049,32,3.2,3.95,8.35,1,0
707,33,3.2,4.63,7.84,1,0
862,26,3.2,5.09,7.64,4,0
1003812,32,3.2,3.25,4.56,7,0
637,24,3.2,3.4,6.63,4,0
1011463,31,3.2,4.12,8.05,2,0
5372,32,3.2,4.82,10.61,0,0
1000266,38,3.1,3.4,3.74,10,0
4235,30,3.1,2.81,6.77,3,0
1000266,36,3.1,3.34,5.06,12,0
740,34,3.1,3.16,4.74,4,0
594,33,3.1,3.9,5.08,7,0
287,35,3.1,4.2,6.14,1,0
1077,33,3.1,4.53,5.62,1,0
1012532,32,3.1,3.04,6.38,8,0
1008161,34,3.1,3.18,5.51,5,0
441,32,3.1,3.55,7.06,5,0
1006050,36,3.1,3.76,5.55,17,0
1006050,34,3.1,3.95,5.05,12,0
4141,32,3.1,3.95,7.36,4,0
1008651,36,3.1,3.08,4.21,6,0
1292,28,3.1,3.46,7.52,1,0
1009582,38,3.1,3.48,5.19,9,0
430,34,3.1,3.83,5.61,7,0
1000789,35,3.1,3.91,5.89,2,0
1009465,34,3.1,3.92,4.38,10,0
195,32,3.1,3.13,7.41,1,0
1011076,28,3.1,3.26,3.56,7,0
1277,30,3.1,3.46,4.01,1,0
6244,32,3.1,3.88,6.02,1,0
480,33,3.1,3.9,5.0,4,0
1002255,34,3.1,3.94,5.17,6,0
535,32,3.1,4.13,6.33,0,0
1507,33,3.1,4.67,6.53,1,0
1013727,35,3.1,3.2,4.37,7,0
225,31,3.1,3.59,4.78,0,0
4505,33,3.1,3.66,7.32,0,0
1003660,33,3.1,3.73,5.1,11,0
7608,31,3.1,3.74,6.49,1,0
279,32,3.1,3.97,7.05,7,0
1002695,32,3.1,2.9,4.42,8,0
4535,27,3.1,3.05,5.66,0,0
642,28,3.1,3.35,4.9,7,0
1012289,36,3.1,3.58,7.5,9,0
855,31,3.1,3.73,4.65,0,0
14168,32,3.1,3.84,9.45,2,0
199,33,3.1,3.88,6.64,3,0
14078,30,3.1,4.13,8.58,1,0
833,32,3.1,4.34,7.42,0,0
3886,31,3.1,4.37,7.02,1,0
67,34,3.1,4.65,3.7,8,0
1004234,20,3.1,2.88,3.24,10,0
1005992,32,3.1,3.32,5.26,0,0
7410,32,3.1,3.61,7.9,0,0
3283,32,3.1,3.71,6.6,0,0
4806,32,3.1,3.92,8.45,0,0
1010998,31,3.1,4.21,6.23,0,2
503,31,3.1,4.32,6.12,2,0
253,33,3.1,4.47,5.38,4,0
944,34,3.1,4.48,6.89,0,0
1013215,30,3.1,2.32,3.96,5,0
1012289,53,3.1,3.07,8.61,3,4
1001702,29,3.1,3.58,5.96,8,0
1012818,33,3.1,3.58,5.92,6,0
1703,32,3.1,4.02,6.35,2,0
1004001,26,3.1,2.8,9.51,3,0
14107,30,3.1,3.61,8.72,0,0
8586,28,3.1,3.75,6.4,0,0
1005172,31,3.1,3.99,3.99,4,0
13050,31,3.1,4.05,7.36,0,0
2586,31,3.1,4.58,7.78,1,0
1009122,33,3.1,4.71,4.48,12,0
106,29,3.1,5.07,6.67,3,0
1013331,30,3.1,3.73,5.41,4,0
46,36,3.1,4.29,5.46,1,0
1005333,31,3.1,4.82,5.4,6,0
328,31,3.1,3.08,5.42,2,0
1005333,22,3.1,4.11,7.41,0,0
1124,34,3.0,3.81,6.32,1,0
1091,33,3.0,3.43,5.11,1,0
1001566,38,3.0,3.55,5.34,6,0
1007323,34,3.0,3.0,6.69,7,0
7450,31,3.0,4.19,7.45,0,0
3543,28,3.0,2.33,6.22,1,0
1013750,33,3.0,3.0,5.88,1,0
11426,32,3.0,3.32,9.02,0,0
1277,31,3.0,3.38,6.06,3,0
1009583,35,3.0,3.61,5.53,4,0
1013750,36,3.0,3.64,5.8,4,0
7410,31,3.0,3.65,9.78,0,0
13743,33,3.0,4.02,9.4,1,0
1012734,36,3.0,4.29,5.92,10,0
1011937,32,3.0,3.26,5.52,13,0
750,31,3.0,3.48,6.49,2,0
1001033,29,3.0,4.17,4.63,2,0
3200,33,3.0,4.28,6.22,0,0
1012734,36,3.0,4.47,4.13,5,0
1009973,36,3.0,3.13,4.08,8,1
2717,32,3.0,3.43,5.67,3,0
1012745,34,3.0,3.86,4.26,1,0
1005799,32,3.0,3.9,5.38,7,0
1239,34,3.0,4.25,7.12,1,0
873,30,3.0,4.26,6.43,4,0
855,30,3.0,4.45,5.23,2,0
412,33,3.0,3.38,4.84,5,0
1013111,35,3.0,3.41,3.88,1,0
5867,30,3.0,3.45,9.49,0,0
200,30,3.0,3.51,8.04,2,0
1005136,29,3.0,3.52,3.37,4,0
944,35,3.0,3.86,6.74,0,0
9323,33,3.0,4.03,8.45,0,0
1008454,24,3.0,4.06,5.38,5,0
1012745,32,3.0,2.2,5.43,4,1
1128,32,3.0,3.45,5.43,0,0
5203,32,3.0,3.72,4.93,2,0
1013911,34,3.0,3.77,5.17,3,0
225,33,3.0,3.84,4.43,1,0
1131,33,3.0,4.19,6.26,2,0
1013494,33,3.0,4.45,4.37,9,0
666,33,3.0,4.5,10.0,2,0
1005333,35,3.0,5.41,6.54,4,0
2520,31,3.0,3.03,8.57,0,0
1011138,22,3.0,3.42,4.87,7,0
1005741,33,3.0,3.59,5.88,5,0
1005115,35,3.0,3.64,5.89,3,0
1005115,33,3.0,3.75,3.42,3,0
1703,34,3.0,3.87,6.45,4,0
1767,33,3.0,3.91,6.45,1,0
1007338,33,3.0,3.96,6.06,2,0
833,32,3.0,4.06,7.66,2,0
824,33,3.0,4.11,8.49,1,0
862,33,3.0,4.14,7.38,2,0
1131,29,3.0,4.4,8.63,0,0
1000789,34,3.0,4.44,5.82,5,0
837,27,3.0,4.59,7.21,1,0
976,34,3.0,3.23,6.72,0,0
11426,31,3.0,3.32,9.81,0,0
883,28,3.0,3.64,7.52,2,0
12664,33,3.0,3.65,7.62,0,0
1009970,35,3.0,3.65,7.3,2,0
1005799,27,3.0,3.76,6.83,4,0
3840,32,3.0,4.06,4.48,3,0
855,32,3.0,4.19,6.69,0,0
266,32,3.0,4.31,8.38,2,0
75,30,3.0,4.84,4.99,1,0
161,33,3.0,5.3,4.8,5,0
1003486,48,3.0,3.43,6.49,5,0
952,31,3.0,3.68,5.66,3,0
788,34,3.0,4.16,5.34,2,0
1003080,31,3.0,4.53,4.78,8,0
2717,31,3.0,4.59,5.46,0,0
9884,32,3.0,3.11,6.48,0,0
271,30,3.0,3.68,9.45,0,0
1000864,32,3.0,3.86,7.29,4,0
1005124,30,3.0,3.98,6.55,5,0
1007438,31,3.0,4.11,5.97,6,0
574,30,3.0,4.23,7.56,2,0
739,34,3.0,4.62,5.7,2,0
1000546,30,3.0,4.88,6.21,4,0
1010852,25,3.0,3.11,4.32,4,0
3254,33,3.0,4.34,9.01,2,0
6797,30,3.0,3.21,7.99,1,0
1012279,23,3.0,3.27,3.33,3,0
1001212,38,3.0,3.36,4.15,9,6
1007973,24,3.0,2.18,5.44,4,0
1012573,37,2.9,3.23,5.35,9,0
1003424,35,2.9,3.22,5.14,8,0
90,36,2.9,2.96,5.09,2,0
384,34,2.9,3.8,6.77,4,0
1008193,33,2.9,3.27,6.13,6,0
3580,33,2.9,3.39,7.97,0,0
1001098,36,2.9,4.01,7.12,16,0
833,34,2.9,4.09,8.09,0,0
921,33,2.9,3.22,6.61,1,0
666,34,2.9,3.39,7.88,0,0
18498,32,2.9,3.48,9.17,0,0
1005374,33,2.9,3.68,5.45,2,0
1653,36,2.9,4.01,6.28,8,0
1004133,37,2.9,4.12,4.58,12,0
1013435,37,2.9,4.51,7.0,7,0
1013727,28,2.9,2.84,4.14,7,0
1002996,34,2.9,3.26,5.1,2,0
1010246,34,2.9,3.36,4.11,8,0
253,28,2.9,3.49,5.58,2,0
150,33,2.9,3.57,6.22,1,0
90,32,2.9,3.82,5.95,0,0
1001111,34,2.9,4.0,6.17,3,0
397,34,2.9,4.28,5.91,1,0
7775,32,2.9,4.4,8.84,1,0
412,34,2.9,4.49,5.08,2,0
1009211,36,2.9,4.51,5.84,11,0
1006388,34,2.9,3.15,5.55,4,0
1013750,32,2.9,3.29,5.94,3,0
1124,33,2.9,3.61,5.75,2,0
1008473,33,2.9,3.82,7.24,4,0
305,30,2.9,3.91,6.2,1,0
271,32,2.9,4.11,7.63,2,0
1000122,35,2.9,4.2,4.43,7,0
1001111,33,2.9,4.7,7.21,7,0
3283,32,2.9,3.07,7.17,0,0
1005172,25,2.9,3.27,3.77,7,0
1003453,27,2.9,3.32,6.32,6,0
2060,34,2.9,3.72,5.36,0,0
3273,33,2.9,3.77,5.31,4,0
384,25,2.9,4.23,8.51,3,0
2717,32,2.9,4.32,7.22,1,0
4930,32,2.9,4.33,8.97,1,0
1006473,33,2.9,4.42,4.53,2,0
1006114,34,2.9,4.47,4.81,11,0
8362,31,2.9,4.57,8.21,0,0
743,33,2.9,4.86,7.2,0,0
1010185,27,2.9,2.44,6.27,4,0
1003473,23,2.9,2.84,6.61,6,0
1008700,34,2.9,2.93,5.9,7,1
665,29,2.9,3.25,5.46,7,0
1011422,32,2.9,3.46,6.35,7,0
3542,42,2.9,3.51,9.42,1,0
1003660,30,2.9,4.28,5.51,8,0
1064,32,2.9,5.27,6.3,1,0
13781,35,2.9,2.78,8.91,1,0
1012532,25,2.9,3.19,4.36,11,0
1006295,32,2.9,3.2,5.57,4,1
1507,29,2.9,3.35,8.6,0,0
301,27,2.9,3.67,10.15,1,0
1005160,30,2.9,3.7,6.84,6,0
1010958,33,2.9,3.79,8.02,4,1
1003210,33,2.9,3.82,4.8,6,0
1131,33,2.9,4.07,6.63,0,0
1310,33,2.9,4.13,5.59,1,0
1190,31,2.9,4.18,6.22,0,0
976,32,2.9,4.36,6.98,1,0
46,34,2.9,4.58,4.8,3,0
9346,30,2.9,4.72,10.19,0,0
6345,32,2.9,3.33,8.0,0,0
1144,32,2.9,3.6,6.55,2,0
10130,31,2.9,3.92,6.29,0,0
1285,34,2.9,4.18,7.33,0,0
90,33,2.9,4.28,5.42,1,0
1007185,34,2.9,4.43,5.71,3,0
1310,34,2.9,4.56,6.19,1,1
961,34,2.9,4.92,5.09,3,0
6397,28,2.9,3.35,7.97,0,0
1007973,27,2.9,3.54,5.34,4,0
6345,33,2.9,4.02,10.42,0,0
15423,30,2.9,4.15,9.0,1,0
1012824,29,2.9,4.49,7.97,0,0
1006515,35,2.9,4.49,4.13,0,0
13074,12,2.9,2.01,11.01,0,0
279,21,2.9,2.99,7.72,1,0
1004207,35,2.9,3.61,4.52,0,0
6329,27,2.9,4.33,7.13,2,0
1116,30,2.9,4.64,6.49,2,0
668,31,2.9,3.25,5.87,0,0
1003168,30,2.9,3.74,7.16,5,0
1005983,32,2.9,4.66,6.31,0,1
7410,32,2.8,3.18,7.52,0,0
305,34,2.8,3.95,7.36,1,0
1007988,39,2.8,3.48,3.61,6,0
8700,30,2.8,3.63,6.0,1,0
790,32,2.8,3.75,4.76,7,0
6283,34,2.8,4.08,5.36,0,0
12703,32,2.8,4.19,10.0,0,0
1005992,34,2.8,3.03,3.12,6,0
1292,35,2.8,3.22,6.86,1,0
568,32,2.8,3.4,7.77,1,0
1006885,34,2.8,3.43,5.98,1,0
4676,30,2.8,3.13,10.83,0,0
13048,28,2.8,3.52,7.74,0,0
1007031,37,2.8,3.55,4.89,4,0
9784,32,2.8,3.65,7.64,1,0
5203,34,2.8,3.66,4.99,0,1
739,33,2.8,3.78,5.36,0,0
1002255,34,2.8,3.91,4.0,11,0
375,31,2.8,4.09,6.72,0,0
1006885,35,2.8,3.0,3.6,3,0
1008161,25,2.8,3.32,4.42,9,0
3815,33,2.8,3.48,7.95,2,0
837,25,2.8,4.46,6.28,3,0
748,33,2.8,4.49,5.09,3,0
739,33,2.8,4.61,5.82,2,0
1012015,33,2.8,5.06,5.44,5,0
1003486,34,2.8,2.93,4.4,7,0
1005013,36,2.8,3.38,6.67,3,0
1014368,29,2.8,3.45,5.27,5,0
299,30,2.8,3.53,6.07,2,0
6204,33,2.8,3.54,7.09,0,0
6986,33,2.8,3.63,9.27,0,0
8173,30,2.8,3.73,9.89,1,0
1013750,31,2.8,3.78,6.35,3,0
179,32,2.8,3.84,5.08,3,0
8591,31,2.8,3.94,6.23,2,0
512,33,2.8,4.04,8.48,1,0
12917,28,2.8,4.24,8.06,1,0
250,33,2.8,4.28,5.34,0,0
4930,31,2.8,4.46,8.65,0,0
2233,33,2.8,4.62,7.29,1,0
8753,32,2.8,4.67,8.24,0,0
1013939,24,2.8,3.03,4.27,8,0
1001123,32,2.8,3.42,3.93,4,0
1193,24,2.8,3.45,6.01,2,0
1451,33,2.8,3.57,7.09,0,0
1005136,34,2.8,3.57,5.89,6,0
199,35,2.8,3.61,5.92,2,0
1701,33,2.8,3.72,7.35,0,0
2586,34,2.8,3.76,6.08,0,0
1009756,33,2.8,3.99,5.69,8,0
1292,33,2.8,4.37,6.99,1,0
282,34,2.8,5.59,7.14,4,0
1002996,48,2.8,2.21,6.03,3,2
1005124,23,2.8,2.76,7.37,0,0
1245,27,2.8,2.84,5.37,2,0
13071,31,2.8,3.34,7.2,0,0
1172,27,2.8,3.76,6.27,5,0
1001381,32,2.8,3.82,5.2,6,0
10123,32,2.8,3.84,6.7,1,0
404,30,2.8,4.12,6.65,1,0
748,35,2.8,4.46,5.74,3,0
7448,32,2.8,4.57,8.68,0,0
1244,34,2.8,4.91,7.04,1,0
2038,34,2.8,4.93,6.94,1,0
1667,28,2.8,5.01,7.49,0,0
613,35,2.8,3.77,4.93,2,0
67,32,2.8,4.03,4.81,1,0
2646,32,2.8,4.3,7.33,0,0
1005162,33,2.8,4.35,7.17,2,0
1000012,33,2.8,4.51,4.46,4,0
1005124,29,2.8,4.51,5.84,5,0
633,32,2.8,4.53,4.44,4,0
1001212,29,2.8,3.45,6.52,3,1
1217,27,2.8,3.66,6.49,1,0
1010852,35,2.8,3.96,5.22,4,0
1011563,29,2.8,4.38,7.58,2,1
1004898,34,2.8,4.74,6.16,6,0
1013111,31,2.8,2.98,5.35,4,0
1006295,34,2.8,3.84,4.34,0,0
1010210,23,2.8,3.94,3.58,3,0
3340,32,2.8,3.95,8.38,0,0
3830,32,2.8,4.42,6.56,1,0
1013055,35,2.8,3.97,5.53,3,0
625,30,2.8,4.41,4.93,2,0
1003168,32,2.8,4.43,8.08,0,0
15454,33,2.8,4.77,10.32,0,0
3840,31,2.8,4.82,4.23,1,0
7775,29,2.7,2.9,8.27,0,0
4772,31,2.7,3.53,8.52,2,0
1012532,33,2.7,3.35,4.4,3,0
8173,33,2.7,3.52,8.99,1,0
13183,33,2.7,3.9,5.83,0,0
404,33,2.7,4.39,8.53,0,0
1013911,33,2.7,2.66,4.64,5,0
1011422,33,2.7,3.11,5.32,7,0
3200,33,2.7,3.28,7.11,5,0
5524,32,2.7,3.37,8.25,2,0
2047,30,2.7,3.49,6.01,0,0
475,33,2.7,3.7,6.52,3,0
13048,33,2.7,4.12,6.65,0,0
3,34,2.7,5.17,5.64,1,0
1003228,34,2.7,2.91,6.1,6,0
1193,31,2.7,2.95,6.72,1,0
1943,33,2.7,3.21,8.62,0,0
1006050,34,2.7,3.32,6.21,10,0
1514,29,2.7,3.56,8.85,0,0
34,34,2.7,3.6,4.77,2,0
1012181,36,2.7,3.68,5.14,10,0
1001566,35,2.7,3.8,3.91,2,0
1004133,36,2.7,3.97,3.93,11,0
1009771,32,2.7,4.16,3.72,4,0
1008383,22,2.7,2.33,4.41,16,0
1009211,25,2.7,3.05,4.41,15,0
16977,31,2.7,3.11,6.64,1,0
1002989,33,2.7,3.52,6.34,4,0
150,37,2.7,3.59,6.38,1,0
964,32,2.7,3.62,5.74,1,0
637,31,2.7,3.8,5.77,4,0
1006222,32,2.7,3.85,5.42,6,0
1172,31,2.7,4.11,5.47,2,0
569,33,2.7,4.61,5.43,2,0
1005160,25,2.7,3.08,6.63,5,0
1006885,33,2.7,3.53,4.86,4,0
3990,34,2.7,3.55,6.96,1,0
1014109,44,2.7,3.56,6.19,2,0
1013281,38,2.7,3.66,5.58,2,2
6329,32,2.7,3.77,6.69,1,0
1277,33,2.7,3.84,4.57,2,0
11855,28,2.7,4.08,8.6,0,0
633,32,2.7,4.19,4.85,3,0
1007431,35,2.7,4.31,4.8,7,0
7531,33,2.7,4.34,8.63,1,0
75,33,2.7,4.34,5.1,4,0
10123,31,2.7,4.47,5.37,0,0
1012824,34,2.7,4.59,5.99,1,0
824,35,2.7,5.35,6.04,0,0
517,28,2.7,3.38,7.96,0,0
1011168,33,2.7,3.76,3.41,8,0
1006388,29,2.7,3.77,5.86,12,0
13781,32,2.7,3.84,6.6,0,0
1010179,33,2.7,3.88,4.79,8,0
5842,33,2.7,4.03,8.21,0,0
1008382,34,2.7,4.18,4.69,0,0
1012924,35,2.7,4.24,3.29,8,0
1116,33,2.7,4.38,5.58,5,0
76,34,2.7,4.4,5.66,3,0
1006885,30,2.7,4.68,6.17,0,0
926,34,2.7,4.9,5.37,5,0
179,32,2.7,5.15,5.3,1,0
1005150,23,2.7,2.72,3.19,12,0
219,45,2.7,2.81,7.38,0,3
1013435,29,2.7,3.14,4.46,2,0
180,29,2.7,3.21,6.46,2,0
840,30,2.7,3.74,6.22,1,0
7541,32,2.7,3.76,6.51,1,0
1003473,29,2.7,3.88,6.12,1,0
1005969,28,2.7,4.03,5.74,3,0
1056,32,2.7,4.04,5.01,2,0
8779,32,2.7,4.46,6.83,1,0
823,29,2.7,4.66,9.09,1,0
1001762,34,2.7,4.98,3.99,8,0
1012788,30,2.7,2.08,4.21,3,1
1011061,51,2.7,2.45,6.22,3,6
8782,31,2.7,3.09,6.58,1,0
12768,27,2.7,3.55,8.48,1,0
573,33,2.7,3.68,5.93,0,0
1002570,32,2.7,3.89,5.64,3,0
1008855,31,2.7,4.01,5.28,3,0
1005115,29,2.7,4.05,5.29,4,0
9492,32,2.7,4.18,7.49,0,0
1039,30,2.7,4.19,5.84,3,0
8044,32,2.7,4.25,5.87,4,0
1010887,35,2.7,4.47,5.4,2,0
1007031,22,2.7,2.18,4.31,6,0
1118,29,2.7,3.48,8.44,0,0
3254,28,2.7,3.81,9.27,1,0
16137,28,2.7,4.04,9.16,0,0
3137,30,2.7,4.12,9.19,0,0
1011422,37,2.7,4.19,6.58,1,1
1003993,34,2.7,4.51,6.81,2,0
1014174,33,2.7,4.54,5.03,5,0
253,31,2.7,4.81,5.97,1,0
574,33,2.7,3.05,7.98,1,0
1245,33,2.7,3.28,5.78,1,0
147,33,2.7,5.13,5.72,2,0
1001911,30,2.7,3.5,6.67,1,0
1005115,22,2.7,4.5,4.08,0,0
1011691,33,2.6,3.1,6.76,9,0
1000945,35,2.6,3.32,5.44,6,0
1706,35,2.6,3.38,5.86,3,0
2520,35,2.6,3.78,9.2,0,0
1002989,34,2.6,3.25,6.02,7,0
1259,33,2.6,4.66,6.24,2,0
219,27,2.6,2.95,5.48,6,0
104,33,2.6,4.02,6.39,2,0
58,35,2.6,4.48,6.06,0,0
4930,31,2.6,3.47,8.55,0,0
75,34,2.6,3.78,4.77,1,0
517,34,2.6,3.85,8.69,1,0
1011355,31,2.6,3.96,5.14,0,0
1005686,32,2.6,4.12,4.58,2,0
1010853,34,2.6,2.92,3.55,5,0
11855,31,2.6,3.2,7.82,0,0
6797,30,2.6,3.2,8.24,0,0
1013911,31,2.6,3.24,4.9,1,0
862,31,2.6,3.57,5.89,3,0
1010185,30,2.6,3.74,6.17,4,0
1007476,32,2.6,3.76,4.77,1,0
430,31,2.6,3.84,5.21,1,0
3,32,2.6,3.92,6.31,0,0
973,33,2.6,4.21,3.37,1,0
1003948,31,2.6,4.24,3.94,4,0
1000122,34,2.6,4.32,4.95,5,0
574,28,2.6,4.34,5.03,3,0
840,31,2.6,4.7,5.68,0,0
7872,31,2.6,2.81,8.97,2,0
8173,33,2.6,3.42,5.91,0,0
926,29,2.6,3.59,5.65,1,0
3580,34,2.6,3.83,7.7,0,0
60,33,2.6,3.98,10.19,2,0
1005415,34,2.6,4.0,5.71,1,0
973,33,2.6,4.19,3.97,2,0
837,30,2.6,4.41,7.11,2,0
271,32,2.6,4.57,6.88,1,0
15764,30,2.6,4.74,9.79,1,0
6893,31,2.6,3.64,6.69,1,0
1006222,33,2.6,4.09,4.9,6,0
3374,32,2.6,4.11,8.22,0,0
1005281,29,2.6,4.11,5.25,4,0
12703,35,2.6,4.26,7.96,1,0
976,33,2.6,4.3,7.66,1,0
633,34,2.6,4.62,4.96,1,0
1012941,30,2.6,3.25,3.53,3,0
90,33,2.6,3.6,4.62,1,0
1012084,24,2.6,3.86,6.35,1,0
1434,31,2.6,4.04,7.25,0,0
1004234,31,2.6,4.06,3.32,11,0
750,30,2.6,4.11,5.92,0,0
1003210,27,2.6,4.2,6.04,2,0
1508,33,2.6,4.31,4.48,2,0
10732,32,2.6,4.48,8.97,1,0
14107,34,2.6,4.68,8.63,0,0
1008714,20,2.6,3.08,4.08,4,0
10123,32,2.6,3.62,8.19,0,0
833,30,2.6,3.62,7.71,1,0
1116,33,2.6,3.66,4.85,2,0
1013055,35,2.6,3.92,4.05,5,0
4662,32,2.6,4.05,7.88,1,0
1003473,31,2.6,4.77,6.96,2,0
517,34,2.6,4.8,8.5,0,0
1118,33,2.6,4.98,8.52,0,0
512,26,2.6,3.18,7.85,0,0
1005827,28,2.6,3.23,4.41,2,0
862,35,2.6,3.44,5.53,0,0
1002996,33,2.6,3.59,6.16,3,0
1008221,36,2.6,3.61,5.52,4,0
13050,31,2.6,3.89,9.02,0,0
404,30,2.6,3.91,7.61,0,0
1010183,22,2.6,4.1,6.48,1,0
67,31,2.6,4.78,5.72,1,0
1013134,36,2.6,5.08,4.21,6,0
287,29,2.6,4.11,7.26,2,1
1007531,33,2.6,4.44,5.33,5,0
147,33,2.6,4.54,3.99,1,0
396,33,2.6,5.82,6.02,2,0
1692,35,2.6,3.59,7.1,1,0
1011708,28,2.6,4.03,5.26,2,0
1012818,30,2.6,4.21,4.03,7,0
1004133,29,2.6,4.24,5.02,2,0
1007031,35,2.6,3.19,5.54,4,0
13074,31,2.6,3.98,11.54,0,0
12703,11,2.6,1.73,12.33,2,0
10954,12,2.6,2.38,13.76,0,0
1012289,33,2.5,3.53,7.02,13,0
1091,33,2.5,3.71,5.64,0,0
5279,30,2.5,3.77,7.33,0,0
1010887,30,2.5,3.86,5.3,4,0
1005741,26,2.5,3.87,5.97,1,0
976,33,2.5,4.23,7.96,2,0
1014170,33,2.5,5.41,7.08,2,0
3403,32,2.5,2.92,7.12,4,0
1002989,33,2.5,3.66,4.32,4,0
855,40,2.5,3.72,4.81,2,1
441,34,2.5,4.52,6.29,1,0
1003473,35,2.5,2.8,4.53,8,0
1094,37,2.5,3.24,6.3,2,0
4153,30,2.5,3.53,8.71,0,0
179,33,2.5,3.79,5.21,2,1
1507,31,2.5,3.82,7.45,1,0
375,33,2.5,4.16,6.29,1,0
1002388,37,2.5,4.46,4.42,4,0
10587,32,2.5,4.79,6.68,1,0
1009594,34,2.5,4.88,7.5,3,0
4424,30,2.5,3.4,7.33,0,0
8362,33,2.5,3.68,7.27,2,0
1013435,35,2.5,3.97,5.14,3,0
1012532,33,2.5,4.09,5.59,3,0
1091,32,2.5,4.28,4.59,1,0
1277,33,2.5,4.57,5.35,0,0
665,33,2.5,4.66,3.82,3,0
647,30,2.5,4.79,7.05,1,0
921,35,2.5,4.86,5.81,2,0
5669,30,2.5,2.65,5.34,3,0
1007319,24,2.5,2.99,3.87,18,0
1013215,32,2.5,3.27,4.97,6,0
1013461,32,2.5,3.4,5.34,7,1
282,32,2.5,3.73,8.06,6,0
1000012,29,2.5,3.92,5.71,4,0
4529,31,2.5,4.04,8.27,0,0
1000010,31,2.5,4.1,3.27,7,0
1007438,33,2.5,4.21,5.26,3,0
1000864,32,2.5,4.45,7.27,0,0
6176,29,2.5,4.49,7.82,0,0
1014170,31,2.5,5.14,7.69,5,0
1009431,32,2.5,3.32,6.0,1,0
3200,33,2.5,3.38,7.01,4,0
4593,37,2.5,3.71,5.87,1,0
1005162,33,2.5,3.74,6.98,2,0
40,30,2.5,3.77,5.87,1,0
299,34,2.5,3.77,5.23,0,0
1000325,32,2.5,3.78,4.6,1,0
1005415,53,2.5,3.85,6.61,1,2
13183,28,2.5,3.97,7.44,0,0
5842,32,2.5,4.21,7.28,1,0
1004233,33,2.5,4.32,4.47,2,0
1011294,35,2.5,4.35,4.09,3,0
1064,28,2.5,4.42,6.76,0,0
1277,24,2.5,4.46,6.45,6,0
67,37,2.5,4.53,4.83,9,1
1009594,35,2.5,4.92,5.65,4,0
1010853,22,2.5,2.3,3.01,8,0
6562,27,2.5,2.87,8.06,0,0
1012409,52,2.5,3.39,3.65,5,14
1507,29,2.5,3.52,7.65,2,0
1000516,28,2.5,3.54,5.01,6,0
1002996,33,2.5,3.77,5.25,0,0
1007501,30,2.5,3.82,5.93,7,0
1010246,27,2.5,3.94,4.81,4,0
1005992,30,2.5,3.94,3.5,9,0
633,34,2.5,4.37,4.95,1,0
1131,32,2.5,4.6,6.52,2,0
4849,31,2.5,4.71,7.82,2,0
1000516,34,2.5,4.87,8.46,4,0
1172,32,2.5,4.89,4.62,3,0
145,30,2.5,5.11,6.05,2,0
3200,32,2.5,3.24,6.87,0,0
1014410,29,2.5,3.33,3.59,11,0
1011450,35,2.5,3.39,4.43,4,1
1005969,33,2.5,3.67,4.94,6,0
1005374,34,2.5,3.7,7.14,0,0
1029,31,2.5,4.08,7.18,1,0
10130,30,2.5,4.69,6.37,0,0
1011192,33,2.5,4.69,5.71,2,0
1006134,26,2.5,3.35,5.37,3,0
3340,27,2.5,3.64,6.94,1,0
1706,24,2.5,4.04,7.24,1,0
4535,32,2.5,4.26,6.67,0,0
1007727,29,2.5,4.37,3.83,5,1
1217,30,2.5,4.53,4.99,5,0
898,34,2.5,5.56,6.52,4,0
1001911,23,2.5,4.12,6.0,5,0
6397,32,2.5,4.49,8.87,0,0
1706,29,2.5,4.67,7.32,3,0
2038,34,2.5,4.7,7.0,1,0
17186,12,2.5,2.09,12.13,0,0
1013461,30,2.4,3.34,4.23,9,0
1144,36,2.4,3.83,6.25,3,1
1010852,32,2.4,2.94,4.8,2,0
282,49,2.4,3.64,8.45,1,1
2717,33,2.4,4.28,8.94,1,0
1010719,36,2.4,4.39,4.82,4,0
932,33,2.4,4.43,5.58,5,0
199,33,2.4,4.47,4.87,1,0
1010703,31,2.4,3.43,4.93,7,0
3184,30,2.4,3.58,9.05,1,0
1001279,30,2.4,3.78,5.42,10,0
1003473,33,2.4,3.08,5.21,3,0
9417,32,2.4,3.11,7.17,0,0
375,34,2.4,3.43,6.01,0,0
1163,32,2.4,3.51,7.39,4,0
1116,35,2.4,3.98,5.37,2,0
883,30,2.4,3.99,6.92,1,0
6986,33,2.4,4.02,8.08,1,0
2660,28,2.4,4.22,6.1,0,0
1010087,34,2.4,5.19,5.69,7,0
1012346,34,2.4,4.15,2.34,4,0
503,34,2.4,4.22,6.31,3,0
978,35,2.4,4.51,4.38,0,0
8137,28,2.4,2.7,7.27,1,0
1007367,32,2.4,3.14,4.18,7,0
1008546,24,2.4,3.26,4.61,8,0
1004133,34,2.4,3.53,4.57,10,0
1001007,32,2.4,3.57,4.62,5,0
6249,32,2.4,3.78,7.02,2,0
1004234,37,2.4,3.87,2.88,12,0
328,34,2.4,4.27,6.09,0,0
3403,29,2.4,4.3,7.13,0,0
1006703,32,2.4,4.86,5.25,3,0
1004234,32,2.4,3.2,3.4,6,0
1008382,29,2.4,3.25,4.03,2,0
